Record Number,Common Name,Code,Scientific (Latin) Name,Locality,Observation Date,Observer,Breeding Evidence,Nest Structure or Substrate,Nest Height (meters),Observation Details,Comments,Latitude,Longitude,Location Certainty (meters),Elevation (meters),Photo Link,Sources,x,y
11367,California Towhee,CALT,Melozone crissalis,"Goleta, Lake Los Carneros",1 May 2022,"O'Loghlen, A.",Carrying Food, , ,Carrying food,"De Groot, B. present",34.443,-119.85204,3,25.3,https://services1.arcgis.com/4TXrdeWh0RyCqPgB/arcgis/rest/services/service_74609b938ba1424a93486ea68fa821e5/FeatureServer/0/56/attachments/39,AID136,-13341868.063335055,4088442.350447847
11535,California Towhee,CALT,Melozone crissalis,"Gaviota Coast, Refugio Rd",1 May 2022,"Compton, D.",Fledgling Begging, , ,begging fledgling under parental care, ,34.50206,-120.0663,20,96.5, ,AID252,-13365719.377432425,4096417.2999996715
11588,California Towhee,CALT,Melozone crissalis,Ellwood,1 Jun 2022,"Fontaine, D.",Feeding Fledgling, , ,Twice an adult passed food to a fledgling. , ,34.42881,-119.8905,1,21.4,,AID312,-13346149.410950966,4086527.096392439
11600,California Towhee,CALT,Melozone crissalis,"Santa Barbara, Arroyo Burro Ck",10 Jun 2022,"Holmgren, M.",Fledgling under Parental Care, , ,2 fledglings with adult closeby., ,34.42772,-119.75013,3,32.4,,AID325,-13330523.494028315,4086379.990255349
11616,California Towhee,CALT,Melozone crissalis,"Orcutt, exact location withheld",4 May 2022,"Hilton, B.",Carrying Nesting Material, , ,"Pair of CATO mating in my yard, one seen later on fence carrying nest material into neighboring yard. No nest evident.", ,34.86,-120.4,5,154.7,,ID4436,-13402866.691510139,4144871.941445684
11623,California Towhee,CALT,Melozone crissalis,"Goleta, San Jose Ck ",3 Apr 2022,"Compton, D.",Carrying Nesting Material, , ,"Pair present, one of them carrying dead grasses into Arundo donax on the west bank.",nr Berkeley,34.44622,-119.81535,20,17.8,,ID4443,-13337783.75121785,4088877.005880622
11642,California Towhee,CALT,Melozone crissalis,"Santa Ynez River, Live Oak trails",12 May 2022,"Lewis, J.",Nestling in Nest,shrub,1,Several young California Towhees in a shrub nest near trail., ,34.56887,-119.89367,50,235.1, ,ID4467,-13346502.29373678,4105445.556578845
11694,California Towhee,CALT,Melozone crissalis,"Lompoc, La Purisima Mission State Park",13 Jun 2022,"Holmgren, M.",Fledgling with Presumed Parent, , ,Fledgling foraging on its own with two adults present., ,34.67294,-120.41942,10,45.2, ,AID357,-13405028.516021345,4119523.345418606
11745,California Towhee,CALT,Melozone crissalis,"Santa Ynez Mtns, Painted Cave",18 Jun 2022,"D'Antonio, C.",Nestling in Nest,Greenbark Ceanothus,1,"As parent with food moved into shrub, I heard chirping sounds from within the shrub, second adult nearby, staying close to this area.", ,34.50296,-119.78955,20,781.6, ,AID412,-13334911.708355384,4096538.8718654313
11768,California Towhee,CALT,Melozone crissalis,"Montecito, (exact location obscured)",21 Jun 2022,"McMahon, C.",Feeding Fledgling, , ,"Two adult birds and a volant fledgling, all together. One adult fed the fledgling several times. ", ,34.43,-119.64,1000,47.8, ,AID440,-13318263.87850725,4086687.7006957675
